chromosome,gene_name,gene_type,position_start,position_end,gene_source,strand
chr2,CYP2C56P,processed_pseudogene,165178443,165178733,HAVANA,+
chr2,NOVEL,miRNA,165280035,165280116,ENSEMBL,+
chr2,GRB14,protein_coding,165348927,165477992,HAVANA,-
chr2,RP11-452N17.1,unprocessed_pseudogene,165430251,165430564,HAVANA,+
chr2,COBLL1,protein_coding,165510134,165700189,HAVANA,-
chr2,AC019181.3,processed_pseudogene,165543797,165544106,HAVANA,-
chr2,KNOWN,snoRNA,165544153,165544287,ENSEMBL,-
chr2,AC013463.2,lncRNA,165697171,166064771,HAVANA,+
chr2,RNA5SP110,rRNA_pseudogene,165714942,165715056,ENSEMBL,+
chr2,RNA5SP111,rRNA_pseudogene,165752187,165752287,ENSEMBL,-
chr2,SLC38A11,protein_coding,165752696,165812035,HAVANA,-
chr2,SCN3A,protein_coding,165944036,166060560,HAVANA,-
chr2,KNOWN,misc_RNA,166005705,166005983,ENSEMBL,-
chr2,SCN2A,protein_coding,166051503,166248820,HAVANA,+
chr2,MAPRE1P3,processed_pseudogene,166141763,166142558,HAVANA,+
chr2,RP11-342D6.1,lncRNA,166289948,166293124,HAVANA,-
chr2,CSRNP3,protein_coding,166326157,166545917,HAVANA,+
chr2,GALNT3,protein_coding,166604098,166651169,HAVANA,-
chr2,AC009495.2,lncRNA,166651361,166666520,HAVANA,+
chr2,AC009495.4,lncRNA,166651367,166702601,HAVANA,-
chr2,NOVEL,miRNA,166670725,166670864,ENSEMBL,+
chr2,AC009495.3,lncRNA,166689558,166695608,HAVANA,-
chr2,TTC21B,protein_coding,166713985,166810361,HAVANA,-
chr2,TTC21B-AS1,lncRNA,166790367,166806401,HAVANA,+
chr2,SCN1A-AS1,lncRNA,166813698,167247281,HAVANA,+
chr2,SCN1A,protein_coding,166841151,167005724,HAVANA,-
chr2,NOVEL,misc_RNA,166980004,166980107,ENSEMBL,-
chr2,KNOWN,misc_RNA,167037162,167037476,ENSEMBL,-
chr2,SCN9A,protein_coding,167051695,167232511,HAVANA,-
chr2,NOVEL,snoRNA,167215240,167215343,ENSEMBL,+
chr2,SCN7A,protein_coding,167260083,167467992,HAVANA,-
chr2,RP11-646I19.1,unprocessed_pseudogene,167270999,167271239,HAVANA,+
chr2,XIRP2,protein_coding,167744990,168116263,HAVANA,+
chr2,AC092601.1,processed_pseudogene,167746012,167746394,HAVANA,-
chr2,XIRP2-AS1,lncRNA,167980414,167997465,HAVANA,-
chr2,AC074363.1,lncRNA,168149681,168414843,HAVANA,+
chr2,KNOWN,snRNA,168487990,168488051,ENSEMBL,-
chr2,CTAGE14P,processed_pseudogene,168570173,168572575,HAVANA,-
chr2,B3GALT1-AS1,lncRNA,168671267,168797690,HAVANA,-
chr2,B3GALT1,protein_coding,168725458,168730551,HAVANA,+
chr2,STK39,protein_coding,168810530,169104105,HAVANA,-
chr2,PHF5GP,processed_pseudogene,169088431,169088730,HAVANA,-
chr2,KNOWN,misc_RNA,169297416,169297715,ENSEMBL,-
chr2,KNOWN,misc_RNA,169307834,169308136,ENSEMBL,+
chr2,CERS6,protein_coding,169312759,169631644,HAVANA,+
chr2,KNOWN,miRNA,169439453,169439528,ENSEMBL,+
chr2,KNOWN,snRNA,169462900,169463006,ENSEMBL,-
chr2,CERS6-AS1,lncRNA,169628461,169643471,HAVANA,-
chr2,NOSTRIN,protein_coding,169643049,169722024,HAVANA,+
chr2,SPC25,protein_coding,169690642,169769881,HAVANA,-
chr2,G6PC2,protein_coding,169757801,169766510,HAVANA,+
chr2,ABCB11,protein_coding,169772008,169887834,HAVANA,-
chr2,DHRS9,protein_coding,169921299,169952677,HAVANA,+
chr2,AC007556.3,lncRNA,169957253,169957720,HAVANA,+
chr2,UBE2V1P6,processed_pseudogene,169971705,169972190,HAVANA,+
chr2,LRP2,protein_coding,169983619,170219044,HAVANA,-
chr2,BBS5,protein_coding,170335990,170363165,HAVANA,+
chr2,RP11-724O16.1,protein_coding,170335990,170382432,HAVANA,+
chr2,KLHL41,protein_coding,170366212,170382768,HAVANA,+
chr2,FASTKD1,protein_coding,170385018,170430385,HAVANA,-
chr2,AC093899.3,processed_pseudogene,170433881,170434256,HAVANA,-
chr2,PPIG,protein_coding,170440852,170497916,HAVANA,+
chr2,CCDC173,protein_coding,170501935,170550915,HAVANA,-
chr2,AC016772.4,processed_pseudogene,170514642,170517867,HAVANA,-
chr2,PHOSPHO2,protein_coding,170550964,170558218,HAVANA,+
chr2,KLHL23,protein_coding,170550998,170633499,HAVANA,+
chr2,NOVEL,snoRNA,170584382,170584513,ENSEMBL,+
chr2,PTCHD3P2,processed_pseudogene,170623695,170625309,HAVANA,-
chr2,CYB5AP2,processed_pseudogene,170646603,170647395,HAVANA,+
chr2,SSB,protein_coding,170648443,170668574,HAVANA,+
chr2,METTL5,protein_coding,170666591,170681441,HAVANA,-
chr2,NOVEL,snoRNA,170672789,170672888,ENSEMBL,+
chr2,UBR3,protein_coding,170683964,170940641,HAVANA,+
chr2,NSA2P5,processed_pseudogene,170933734,170934804,HAVANA,-
chr2,KNOWN,snRNA,170976506,170976608,ENSEMBL,-
chr2,MYO3B,protein_coding,171034655,171511681,HAVANA,+
chr2,MYO3B-AS1,lncRNA,171188595,171265074,HAVANA,-
chr2,HMGB1P4,processed_pseudogene,171458172,171458738,HAVANA,-
chr2,AC007277.3,lncRNA,171496884,171551884,HAVANA,-
chr2,AC007405.4,lncRNA,171556878,171670180,HAVANA,-
chr2,LINC01124,lncRNA,171568961,171571077,HAVANA,-
chr2,SP5,protein_coding,171571847,171574588,HAVANA,+
chr2,EIF2S2P4,processed_pseudogene,171608315,171609298,HAVANA,+
chr2,AC007405.6,lncRNA,171623388,171635239,HAVANA,+
chr2,NOVEL,misc_RNA,171639677,171639781,ENSEMBL,+
chr2,ERICH2,protein_coding,171640296,171655481,HAVANA,+
chr2,GAD1,protein_coding,171669723,171717661,HAVANA,+
chr2,AC007405.8,lncRNA,171671196,171674547,HAVANA,-
chr2,RP11-570C16.1,lncRNA,171676576,171677805,HAVANA,-
chr2,RP11-306M1.1,lncRNA,171746903,171771383,HAVANA,-
chr2,NOVEL,miRNA,171772719,171772804,ENSEMBL,+
chr2,GORASP2,protein_coding,171784974,171823640,HAVANA,+
chr2,TLK1,protein_coding,171847333,172087824,HAVANA,-
chr2,NOVEL,snoRNA,172002840,172002937,ENSEMBL,+
chr2,METTL8,protein_coding,172172256,172291312,HAVANA,-
chr2,RPS26P20,processed_pseudogene,172231441,172231788,HAVANA,-
chr2,DCAF17,protein_coding,172290727,172341562,HAVANA,+
chr2,DAP3P2,processed_pseudogene,172347932,172348441,HAVANA,+
chr2,AC007969.4,processed_pseudogene,172349415,172349605,HAVANA,+
chr2,RPS15P4,processed_pseudogene,172373780,172374226,HAVANA,-
chr2,CYBRD1,protein_coding,172378757,172414639,HAVANA,+
chr2,RPL21P38,processed_pseudogene,172443603,172443769,HAVANA,+
chr2,DYNC1I2,protein_coding,172543919,172606668,HAVANA,+
chr2,SLC25A12,protein_coding,172639915,172864766,HAVANA,-
chr2,KNOWN,snRNA,172713076,172713180,ENSEMBL,-
chr2,HAT1,protein_coding,172778958,172848600,HAVANA,+
chr2,METAP1D,protein_coding,172864850,172947158,HAVANA,+
chr2,DLX1,protein_coding,172949468,172954405,HAVANA,+
chr2,DLX2,protein_coding,172964166,172967628,HAVANA,-
chr2,DLX2-DT,lncRNA,172967734,172974710,HAVANA,+
chr2,AC104088.1,lncRNA,173002073,173235129,HAVANA,+
chr2,NOVEL,snoRNA,173020757,173020848,ENSEMBL,-
chr2,RP11-744C22.2,lncRNA,173098958,173101951,HAVANA,+
chr2,RP11-744C22.1,lncRNA,173187988,173195310,HAVANA,-
chr2,RP11-227L6.1,TEC,173288535,173288901,HAVANA,-
chr2,ITGA6,protein_coding,173292082,173371187,HAVANA,+
chr2,AC078883.4,lncRNA,173292502,173293331,HAVANA,-
chr2,ITGA6-AS1,lncRNA,173328990,173330750,HAVANA,-
chr2,AC093818.1,lncRNA,173345568,173421324,HAVANA,-
chr2,PDK1,protein_coding,173420101,173473397,HAVANA,+
chr2,NOVEL,misc_RNA,173422879,173422980,ENSEMBL,-
chr2,AC018712.2,processed_pseudogene,173538940,173539626,HAVANA,-
chr2,RAPGEF4-AS1,lncRNA,173541869,173600934,HAVANA,-
chr2,NOVEL,snoRNA,173556027,173556130,ENSEMBL,+
chr2,RAPGEF4,protein_coding,173600002,173917621,HAVANA,+
chr2,ALDH7A1P2,processed_pseudogene,173758491,173759111,HAVANA,-
chr2,NOVEL,miRNA,173926460,173926540,ENSEMBL,+
chr2,MAP3K20,protein_coding,173940163,174132743,HAVANA,+
chr2,MAP3K20-AS1,lncRNA,174031174,174146764,HAVANA,-
chr2,RPS2P18,processed_pseudogene,174162357,174163240,HAVANA,+
chr2,AC092573.2,transcribed_processed_pseudogene,174202947,174220936,HAVANA,-
chr2,CDCA7,protein_coding,174219548,174233725,HAVANA,+
chr2,JPT1P1,processed_pseudogene,174296077,174296540,HAVANA,-
chr2,CBY1P1,processed_pseudogene,174342724,174343128,HAVANA,-
chr2,PPIAP66,processed_pseudogene,174350593,174351090,HAVANA,-
chr2,AC013410.1,processed_pseudogene,174439838,174441069,HAVANA,-
chr2,AC013410.2,processed_pseudogene,174570676,174570876,HAVANA,-
chr2,RP11-796E10.1,lncRNA,174675804,174676120,HAVANA,+
chr2,RPL5P7,processed_pseudogene,174736381,174737193,HAVANA,-
chr2,SP3,protein_coding,174745578,174830101,HAVANA,-
chr2,RP11-394I13.2,lncRNA,174833079,174834146,HAVANA,+
chr2,RP11-394I13.3,lncRNA,174876584,174877703,HAVANA,-
chr2,LINC01960,lncRNA,174890008,174891891,HAVANA,+
chr2,RPSAP24,processed_pseudogene,174907736,174908608,HAVANA,+
chr2,OLA1,protein_coding,174937175,175113327,HAVANA,-
chr2,RP11-451F14.1,processed_pseudogene,175036619,175037453,HAVANA,+
chr2,KNOWN,misc_RNA,175104870,175105146,ENSEMBL,-
chr2,NOVEL,misc_RNA,175129606,175129709,ENSEMBL,-
chr2,LRRC2P1,processed_pseudogene,175164052,175165684,HAVANA,-
chr2,HNRNPA1P39,processed_pseudogene,175174743,175175702,HAVANA,-
chr2,LINC01305,lncRNA,175190755,175195371,HAVANA,+
chr2,RP11-572N21.1,TEC,175199166,175202294,HAVANA,-
chr2,SP9,protein_coding,175199682,175203228,HAVANA,+
chr2,CIR1,protein_coding,175212750,175260440,HAVANA,-
chr2,SCRN3,protein_coding,175260458,175294303,HAVANA,+
chr2,GPR155,protein_coding,175296299,175351822,HAVANA,-
chr2,AC010894.3,lncRNA,175352108,175353114,HAVANA,+
chr2,RPA3P1,processed_pseudogene,175366680,175367040,HAVANA,+
chr2,RP11-483E17.1,TEC,175410113,175411063,HAVANA,-
chr2,AC018890.6,lncRNA,175411869,175641448,HAVANA,+
chr2,KNOWN,snRNA,175422694,175422800,ENSEMBL,-
chr2,WIPF1,protein_coding,175424300,175547644,HAVANA,-
chr2,AC010894.5,lncRNA,175439955,175452454,HAVANA,+
chr2,H3P6,processed_pseudogene,175584636,175585046,HAVANA,+
chr2,CHRNA1,protein_coding,175612320,175652663,HAVANA,-
chr2,CHN1,protein_coding,175663537,175870109,HAVANA,-
chr2,NOVEL,misc_RNA,175842531,175842625,ENSEMBL,+
chr2,KNOWN,snRNA,175886942,175887047,ENSEMBL,+
chr2,KNOWN,snRNA,175894497,175894605,ENSEMBL,+
chr2,RPL21P31,processed_pseudogene,175898506,175898920,HAVANA,-
chr2,NOVEL,miRNA,175899245,175899318,ENSEMBL,-
chr2,ATF2,protein_coding,175936978,176033110,HAVANA,-
chr2,KNOWN,miRNA,176032361,176032437,ENSEMBL,-
chr2,AC096649.2,lncRNA,176032632,176033250,HAVANA,+
chr2,ATP5MC3,protein_coding,176040986,176046438,HAVANA,-
chr2,NOVEL,misc_RNA,176041227,176041318,ENSEMBL,-
chr2,RPS15AP14,processed_pseudogene,176048943,176049335,HAVANA,+
chr2,AC096649.3,lncRNA,176121978,176327908,HAVANA,+
chr2,NOVEL,miRNA,176195101,176195200,ENSEMBL,+
chr2,EXTL2P1,processed_pseudogene,176707615,176708030,HAVANA,+
chr2,AC016751.3,lncRNA,176762064,176768960,HAVANA,+
chr2,AC016751.2,lncRNA,176769099,176770230,HAVANA,-
chr2,LNPK,protein_coding,176788610,176867567,HAVANA,-
chr2,EVX2,protein_coding,176942200,176948641,HAVANA,-
chr2,HOXD13,protein_coding,176957449,176960672,HAVANA,+
chr2,HOXD12,protein_coding,176964523,176967217,HAVANA,+
chr2,HOXD11,protein_coding,176968944,176974482,HAVANA,+
chr2,NOVEL,miRNA,176973371,176973458,ENSEMBL,+
chr2,HOXD10,protein_coding,176973518,176984665,HAVANA,+
chr2,HOXD-AS2,lncRNA,176986339,177001826,HAVANA,-
chr2,HOXD9,protein_coding,176987447,176989665,HAVANA,+
chr2,HOXD8,protein_coding,176994422,176997423,HAVANA,+
chr2,HOXD3,protein_coding,177001340,177037830,HAVANA,+
chr2,KNOWN,miRNA,177015031,177015140,ENSEMBL,+
chr2,HOXD4,protein_coding,177016278,177017954,HAVANA,+
chr2,HAGLR,lncRNA,177028779,177053686,HAVANA,-
chr2,RP11-387A1.5,lncRNA,177028892,177030444,HAVANA,-
chr2,HAGLROS,lncRNA,177042445,177043736,HAVANA,+
chr2,HOXD1,protein_coding,177053396,177055635,HAVANA,+
chr2,RP11-387A1.6,TEC,177054647,177057266,HAVANA,-
chr2,AC016739.2,processed_pseudogene,177065636,177065980,HAVANA,-
chr2,RPSAP25,processed_pseudogene,177106839,177107721,HAVANA,+
chr2,MTX2,protein_coding,177134123,177202753,HAVANA,+
chr2,PPIAP67,processed_pseudogene,177203365,177203805,HAVANA,+
chr2,NOVEL,miRNA,177246960,177247060,ENSEMBL,-
chr2,NOVEL,miRNA,177248155,177248304,ENSEMBL,-
chr2,LINC01117,lncRNA,177359983,177683908,HAVANA,+
chr2,AC017048.1,lncRNA,177370973,177372430,HAVANA,-
chr2,AC017048.2,lncRNA,177389607,177396411,HAVANA,-
chr2,RP11-324L17.1,lncRNA,177476165,177476977,HAVANA,-
chr2,LINC01116,lncRNA,177494300,177502659,HAVANA,-
chr2,KNOWN,snRNA,177529404,177529494,ENSEMBL,+
chr2,AC092162.1,lncRNA,177588342,177684038,HAVANA,-
chr2,FUCA1P1,processed_pseudogene,177669715,177671065,HAVANA,-
chr2,AC092162.2,processed_pseudogene,177674154,177674587,HAVANA,-
chr2,RP11-632P5.1,TEC,177686758,177688381,HAVANA,+
chr2,AC073636.1,lncRNA,177695567,177714156,HAVANA,-
chr2,KNOWN,snRNA,177794713,177794818,ENSEMBL,-
chr2,AC079305.11,lncRNA,177854146,178029384,HAVANA,-
chr2,AC079305.8,lncRNA,177975764,178077390,HAVANA,-
chr2,RNA5SP112,rRNA_pseudogene,178003427,178003525,ENSEMBL,+
chr2,STUB1P1,processed_pseudogene,178042423,178042983,HAVANA,+
chr2,NOVEL,misc_RNA,178059711,178059823,ENSEMBL,+
chr2,KRT8P40,processed_pseudogene,178062713,178063275,HAVANA,+
chr2,HNRNPA3,protein_coding,178077291,178088686,HAVANA,+
chr2,KNOWN,miRNA,178077454,178077527,ENSEMBL,+
chr2,NFE2L2,protein_coding,178092323,178257425,HAVANA,-
chr2,DNAJC19P5,processed_pseudogene,178093919,178094234,HAVANA,-
chr2,KNOWN,miRNA,178120673,178120738,ENSEMBL,-
chr2,AC079305.10,lncRNA,178129087,178130243,HAVANA,+
chr2,AC074286.1,lncRNA,178148236,178257419,HAVANA,-
chr2,RP11-337N6.2,lncRNA,178165328,178166734,HAVANA,+
chr2,RP11-337N6.1,lncRNA,178171101,178175300,HAVANA,+
chr2,RP11-337N6.3,lncRNA,178182443,178183199,HAVANA,-
chr2,H3P7,processed_pseudogene,178209171,178209564,HAVANA,+
chr2,NOVEL,snoRNA,178210586,178210689,ENSEMBL,-
chr2,AGPS,protein_coding,178257474,178431752,HAVANA,+
chr2,TTC30B,protein_coding,178413726,178417524,HAVANA,-
chr2,AC073834.3,lncRNA,178467817,178483300,HAVANA,+
chr2,TTC30A,protein_coding,178477727,178483470,HAVANA,-
chr2,PDE11A,protein_coding,178487972,178937504,HAVANA,-
chr2,PDE11A,protein_coding,178492797,178973066,HAVANA,-
chr2,PDE11A-AS1,lncRNA,178518147,178588017,HAVANA,+
chr2,AC011998.1,lncRNA,178817838,178876716,HAVANA,-
chr2,API5P2,processed_pseudogene,178862000,178863497,HAVANA,-
chr2,SDHDP5,processed_pseudogene,178882720,178883192,HAVANA,+
chr2,KNOWN,snRNA,178903629,178903731,ENSEMBL,+
chr2,CYCTP,unitary_pseudogene,178957230,178969197,HAVANA,-
chr2,AC011998.4,processed_pseudogene,178970364,178970480,HAVANA,+
chr2,RBM45,protein_coding,178977151,179003738,HAVANA,+
chr2,KNOWN,snRNA,179007275,179007378,ENSEMBL,+
chr2,OSBPL6,protein_coding,179059208,179267620,HAVANA,+
chr2,CHROMR,lncRNA,179278362,179304970,HAVANA,+
chr2,PRKRA,protein_coding,179296019,179316239,HAVANA,-
chr2,PJVK,protein_coding,179316073,179326829,HAVANA,+
chr2,NUDCP2,processed_pseudogene,179319443,179320155,HAVANA,+
chr2,FKBP7,protein_coding,179328391,179343327,HAVANA,-
chr2,PLEKHA3,protein_coding,179345184,179381190,HAVANA,+
chr2,TTN-AS1,lncRNA,179385910,179644690,HAVANA,+
chr2,TTN,protein_coding,179390716,179695529,HAVANA,-
chr2,RP11-65L3.4,lncRNA,179405852,179406526,HAVANA,+
chr2,RP11-65L3.2,lncRNA,179413611,179415408,HAVANA,+
chr2,RP11-65L3.3,TEC,179419288,179423693,HAVANA,+
chr2,RP11-171I2.5,lncRNA,179441830,179442349,HAVANA,+
chr2,RP11-171I2.2,lncRNA,179443517,179445633,HAVANA,+
chr2,RP11-171I2.4,lncRNA,179481308,179481850,HAVANA,+
chr2,RP11-171I2.3,lncRNA,179509444,179509906,HAVANA,+
chr2,RP11-171I2.1,lncRNA,179588184,179591773,HAVANA,+
chr2,RP11-387P12.1,lncRNA,179693076,179872534,HAVANA,+
chr2,CCDC141,protein_coding,179694484,179914813,HAVANA,-
chr2,KNOWN,snRNA,179696098,179696176,ENSEMBL,-
chr2,RPS6P2,processed_pseudogene,179866483,179867487,HAVANA,+
chr2,NOVEL,snoRNA,179887984,179888105,ENSEMBL,-
chr2,SESTD1,protein_coding,179966405,180129559,HAVANA,-
chr2,NOVEL,snoRNA,179990263,179990364,ENSEMBL,-
chr2,AC093911.1,lncRNA,180138558,180150434,HAVANA,+
chr2,RAD52P1,processed_pseudogene,180264455,180265602,HAVANA,-
chr2,ZNF385B,protein_coding,180306709,180726339,HAVANA,-
chr2,TXNL4AP1,processed_pseudogene,180678978,180679402,HAVANA,+
chr2,KNOWN,miRNA,180725563,180725635,ENSEMBL,-
chr2,NOVEL,snoRNA,180799128,180799265,ENSEMBL,-
chr2,CWC22,protein_coding,180809603,180872024,HAVANA,-
chr2,RP11-512G4.1,processed_pseudogene,181337864,181338146,HAVANA,-
chr2,AC009478.1,lncRNA,181436439,181557181,HAVANA,-
chr2,NOVEL,miRNA,181481845,181481933,ENSEMBL,-
chr2,SCHLAP1,lncRNA,181556831,181781666,HAVANA,+
chr2,RP11-739A13.1,TEC,181665954,181666260,HAVANA,+
chr2,FTH1P20,processed_pseudogene,181737594,181738141,HAVANA,-
chr2,RPL27AP3,processed_pseudogene,181803557,181804025,HAVANA,-
chr2,UBE2E3,protein_coding,181831975,181941312,HAVANA,+
chr2,AC104076.3,lncRNA,181844154,181844817,HAVANA,-
chr2,AC068196.1,lncRNA,181940778,181970695,HAVANA,-
chr2,LINC01934,lncRNA,181950803,182274048,HAVANA,+
chr2,KNOWN,miRNA,182170320,182170379,ENSEMBL,-
chr2,AC020595.1,lncRNA,182286881,182290476,HAVANA,-
chr2,ITGA4,protein_coding,182321929,182403667,HAVANA,+
chr2,CERKL,protein_coding,182399768,182545392,HAVANA,-
chr2,NEUROD1,protein_coding,182533022,182545554,HAVANA,-
chr2,AC013733.3,lncRNA,182547840,182550434,HAVANA,+
chr2,AC013733.4,lncRNA,182555107,182558142,HAVANA,-
chr2,SAP18P2,processed_pseudogene,182559169,182559627,HAVANA,+
chr2,KNOWN,snRNA,182603333,182603442,ENSEMBL,+
chr2,RP11-366L5.1,lncRNA,182752578,182756390,HAVANA,-
chr2,ITPRID2,protein_coding,182756457,182795465,HAVANA,+
chr2,PPP1R1C,protein_coding,182818968,182996125,HAVANA,+
chr2,KRT18P29,processed_pseudogene,182825939,182827205,HAVANA,-
chr2,RNA5SP113,rRNA_pseudogene,182913549,182913632,ENSEMBL,+
chr2,NOVEL,miRNA,182953156,182953343,ENSEMBL,-
chr2,PDE1A,protein_coding,183004763,183387919,HAVANA,-
chr2,RP11-434M17.1,lncRNA,183143411,183147479,HAVANA,+
chr2,KNOWN,misc_RNA,183179011,183179269,ENSEMBL,+
chr2,DNAJC10,protein_coding,183580982,183659191,HAVANA,+
chr2,RPL31P15,processed_pseudogene,183652825,183653162,HAVANA,+
chr2,NOVEL,misc_RNA,183692851,183692948,ENSEMBL,+
chr2,FRZB,protein_coding,183698002,183731365,HAVANA,-
chr2,KNOWN,snRNA,183738569,183738675,ENSEMBL,+
chr2,NCKAP1,protein_coding,183773843,183903586,HAVANA,-
chr2,NOVEL,misc_RNA,183887587,183887699,ENSEMBL,-
chr2,NOVEL,snoRNA,183928963,183929074,ENSEMBL,-
chr2,KRT8P10,processed_pseudogene,183935768,183937214,HAVANA,-
chr2,DUSP19,protein_coding,183943287,183964736,HAVANA,+
chr2,AC064871.3,lncRNA,183948133,183973247,HAVANA,-
chr2,NUP35,protein_coding,183982241,184026408,HAVANA,+
chr2,RP11-438L19.1,lncRNA,184043534,184080142,HAVANA,+
chr2,RP11-341N18.1,lncRNA,184118380,184360229,HAVANA,+
chr2,LIN28AP1,processed_pseudogene,184125370,184125774,HAVANA,+
chr2,CACYBPP2,processed_pseudogene,184472170,184472847,HAVANA,-
chr2,RP11-315C24.2,lncRNA,184762677,184766874,HAVANA,+
chr2,AC093639.1,lncRNA,184769256,184813839,HAVANA,+
chr2,NOVEL,snoRNA,184814060,184814163,ENSEMBL,-
chr2,RP11-315C24.1,lncRNA,184862099,184866991,HAVANA,+
chr2,RP11-78N15.1,lncRNA,184914194,185052300,HAVANA,-
chr2,RP11-2F5.1,lncRNA,185069099,185247596,HAVANA,+
chr2,KNOWN,miRNA,185243702,185243771,ENSEMBL,+
chr2,RP11-363K21.1,lncRNA,185458304,185463735,HAVANA,-
chr2,ZNF804A,protein_coding,185463256,185804219,HAVANA,+
chr2,RPL23AP33,processed_pseudogene,185766838,185767289,HAVANA,-
chr2,RP11-175O15.1,lncRNA,186289790,186370335,HAVANA,+
chr2,ELF2P4,processed_pseudogene,186411862,186412545,HAVANA,-
chr2,FSIP2-AS1,lncRNA,186517101,186664878,HAVANA,-
chr2,NOVEL,snoRNA,186526501,186526633,ENSEMBL,+
chr2,FSIP2-AS2,lncRNA,186584601,186605206,HAVANA,-
chr2,FSIP2,protein_coding,186603531,186698017,HAVANA,+
chr2,RP11-335G13.1,lncRNA,186815196,186817898,HAVANA,-
chr2,RPL21P32,processed_pseudogene,186821314,186821790,HAVANA,-
chr2,LINC01473,lncRNA,186897611,187287159,HAVANA,-
chr2,AC104058.1,processed_pseudogene,187027676,187027972,HAVANA,-
chr2,RPL23AP35,processed_pseudogene,187126146,187126646,HAVANA,-
chr2,RP11-410E4.1,lncRNA,187219297,187221500,HAVANA,-
chr2,MED28P3,processed_pseudogene,187229325,187229855,HAVANA,+
chr2,ZC3H15,protein_coding,187350980,187374088,HAVANA,+
chr2,DPRXP1,processed_pseudogene,187353351,187353810,HAVANA,-
chr2,ITGAV,protein_coding,187454783,187545628,HAVANA,+
chr2,AC017101.10,lncRNA,187506066,187560014,HAVANA,-
chr2,FAM171B,protein_coding,187558787,187630686,HAVANA,+
chr2,ZSWIM2,protein_coding,187692202,187713935,HAVANA,-
chr2,IMPDH1P7,processed_pseudogene,187866603,187868104,HAVANA,-
chr2,AC007319.1,lncRNA,187867947,188421015,HAVANA,+
chr2,KNOWN,misc_RNA,187987289,187987588,ENSEMBL,-
chr2,KNOWN,snRNA,188135425,188135531,ENSEMBL,-
chr2,CALCRL,protein_coding,188206691,188313187,HAVANA,-
chr2,GAPDHP59,processed_pseudogene,188280279,188280545,HAVANA,+
chr2,TFPI,protein_coding,188328957,188430487,HAVANA,-
chr2,LINC01090,lncRNA,188577543,189249040,HAVANA,-
chr2,NOVEL,miRNA,188607314,188607401,ENSEMBL,-
chr2,ST13P2,processed_pseudogene,188690068,188691176,HAVANA,+
chr2,AC104131.1,processed_pseudogene,189091916,189093109,HAVANA,+
chr2,RNA5SP114,rRNA_pseudogene,189141459,189141571,ENSEMBL,-
chr2,GULP1,protein_coding,189156396,189460658,HAVANA,+
chr2,KNOWN,miRNA,189162219,189162315,ENSEMBL,+
chr2,AC079613.1,lncRNA,189463518,189704171,HAVANA,-
chr2,DIRC1,lncRNA,189598882,189654831,HAVANA,-
chr2,COL3A1,protein_coding,189839099,189877472,HAVANA,+
chr2,KNOWN,miRNA,189842818,189842887,ENSEMBL,+
chr2,COL5A2,protein_coding,189896624,190090038,HAVANA,-
chr2,AC133106.2,lncRNA,189959789,189960884,HAVANA,+
chr2,KNOWN,miRNA,189997762,189997837,ENSEMBL,-
chr2,KRT18P19,processed_pseudogene,190175989,190176693,HAVANA,-
chr2,NOVEL,miRNA,190176397,190176487,ENSEMBL,-
chr2,WDR75,protein_coding,190306172,190340278,HAVANA,+
chr2,KDM3AP1,processed_pseudogene,190351206,190352718,HAVANA,-
chr2,RP11-270G18.1,lncRNA,190402110,190405143,HAVANA,-
chr2,SLC40A1,protein_coding,190425316,190448484,HAVANA,-
chr2,RP11-88L20.1,unprocessed_pseudogene,190490169,190490985,HAVANA,-
chr2,ASNSD1,protein_coding,190526111,190535557,HAVANA,+
chr2,ASDURF,protein_coding,190526178,190531163,HAVANA,+
chr2,AC012488.3,protein_coding,190526245,190532607,HAVANA,+
chr2,ANKAR,protein_coding,190539016,190625919,HAVANA,+
chr2,OSGEPL1,protein_coding,190611386,190627953,HAVANA,-
chr2,NOVEL,misc_RNA,190618190,190618285,ENSEMBL,+
chr2,OSGEPL1-AS1,lncRNA,190627430,190630282,HAVANA,+
chr2,RP11-455J20.3,lncRNA,190628585,190629182,HAVANA,-
chr2,ORMDL1,protein_coding,190634993,190649090,HAVANA,-
chr2,PMS1,protein_coding,190648811,190742355,HAVANA,+
